,original,pre_processed_text,time_parsed,sentiments,predictions
238,"I dont think anyone recommends younstart with a 16 hour fast. I have been IF for 7 months. Imstarted at 12/12, then moved to 14/10 and so on. I now am at 18/6 and rarely hungry.   Oh and i have lost 31 pounds and no longer diabetic. And no caffiene.  Also cut out sugar and on low carb.  (Hubby lost 45 pounds)","i do not think anyone recommends younstart with a 16 hour fast. i have been if for 7 months. started at 12 12, then moved to 14 10 and so on. i now am at 18 6 and rarely hungry. oh and i have lost 31 pound and no longer diabetic. and no caffeine. also cut out sugar and on low car. (hobby lost 45 pounds)",1685004519.416951,{'NEUTRAL': 0.5206078290939331},miscellaneous
239,We Muslims fast every year for 30 days from dawn to dusk (Fasting hours varies from 12 to 20 Hours  depending on the country). And it is dry fast we are not even allowed to drink water. Fasting has lot of health benefits. Try it guys you will be benefited surely.,we muslim fast every year for 30 day from dawn to dusk (fasting hour varies from 12 to 20 hour depending on the country). and it is dry fast we are not even allowed to drink water. fasting ha lot of health benefits. try it guy you will be benefited surely.,1685004519.418115,{'POSITIVE': 0.4682953357696533},miscellaneous
240,"As Muslims we fast for 30 days during the month of Ramadan, we tend to abstain from food, drink, smoking and any sort of sexual activities. It is a great way of cleansing your stomach from all sorts of toxins and also helps you to make yourself mentally stronger and increases your willpower, losing weight is an added bonus, it is a great method and gets easier the more you do it.","a muslim we fast for 30 day during the month of armada, we tend to abstain from food, drink, smoking and any sort of sexual activities. it is a great way of cleansing your stomach from all sort of toxin and also help you to make yourself mentally stronger and increase your willpower, losing weight is an added bonus, it is a great method and get easier the more you do it.",1685004519.419274,{'POSITIVE': 0.8789141774177551},miscellaneous
241,"I naturally do intermittent fasting because of my routine and I strongly believe it is the reason that my weight stays on the scale to my liking. Because our digestion system takes 4-5 hours to even digest veggies so it makes sense to give it a bit of time to digest heavy protein intake (and that pizza and cookies) than constantly bombarding our body with food. Naturally, we would feel drained or tired or fatigued when our digestive system doesn't work efficiently. And Intermittent fasting gives that time frame to let the digestive system work without overloading it and in the case of Matt, even rest(because hello 18 hours!). No wonder one would lose weight w this fasting!","i naturally do intermittent fasting because of my routine and i strongly believe it is the reason that my weight stay on the scale to my liking. because our digestion system take 4 5 hour to even digest veggie so it make sense to give it a bit of time to digest heavy protein intake (and that pizza and cookies) than constantly boarding our body with food. naturally, we would feel drained or tired or fatigue when our digestive system doe not work efficiently. and intermittent fasting give that time frame to let the digestive system work without overlooking it and in the case of matt, even rest(because hello 18 hours!). no wonder one would lose weight w this fasting!",1685004519.420424,{'NEUTRAL': 0.5523501038551331},miscellaneous
242,It’s not panda 🐼 it’s pronounced paanda.,it s not panda it s pronounced panda.,1685004519.421595,{'NEUTRAL': 0.5323807001113892},corrective
243,Intermittent fasting would just not work for me. I'd just binge in the night😂,intermittent fasting would just not work for me. i would just binge in the night,1685004519.42278,{'NEGATIVE': 0.923867404460907},miscellaneous
244,We Muslim do that and we call it Ramadan,we muslim do that and we call it armada,1685004519.423994,{'NEUTRAL': 0.6527150273323059},miscellaneous
245,"que genial, eres el mejor Matt!","que denial, re el mejor matt!",1685004519.425207,{'NEUTRAL': 0.6283046007156372},miscellaneous
246,"I tried IF years ago and it made me so sluggish and lethargic. Fast forward to now, I read Fast Like A Girl by Mindy Pelz and I learned to fast with my cycle. Game changing!","i tried if year ago and it made me so sluggish and lethargic. fast forward to now, i read fast like a girl by mind pez and i learned to fast with my cycle. game changing!",1685004519.426351,{'NEUTRAL': 0.49775078892707825},miscellaneous
247,"As always a treat to watch your videos Mat, whatever you are doing them on 🎉","a always a treat to watch your video mat, whatever you are doing them on",1685004519.42752,{'POSITIVE': 0.9472662210464478},miscellaneous
248,Sexiest man alive!! 🔥🥰😍😘,sexiest man alive!,1685004519.428729,{'POSITIVE': 0.7406394481658936},others
249,"The answer is simple ""Eat only when your body says it needs"" 
Just Listen.",the answer is simple eat only when your body say it need just listen.,1685004519.430005,{'NEUTRAL': 0.7466588616371155},miscellaneous
250,"Personally, intermittent fasting is great for me durning the winter when i can't run and burn calories. (I hate running in the cold) Usualy i range from 16 to 18 hours. I tried 20 hour fasts a couple of time, and it made me look swole, but i would not recomend that, as it was getting hard to move and concentrate by the end. 
Though i followed a different method with 20 hour fasts, where after you wake up in the morning you caneat a fruit, or a hard boild egg every coupel hours between waking up and the fast ending.","personally, intermittent fasting is great for me during the winter when i cannot run and burn calories. (i hate running in the cold) usually i range from 16 to 18 hours. i tried 20 hour fact a couple of time, and it made me look sole, but i would not recommend that, a it wa getting hard to move and concentrate by the end. though i followed a different method with 20 hour facts, where after you wake up in the morning you caveat a fruit, or a hard bold egg every couple hour between waking up and the fast ending.",1685004519.431247,{'NEUTRAL': 0.4287787079811096},miscellaneous
